"Fecha"|"Porc_ocupacion"|"Tarifa_promedio"|"Revpar"|"Totaltarifa_ocupadas"|"Propiedad"
"2025-01-01"|0.41025599999999995|325980.4375|133717.1724|5215687|"Sites BAQ"
"2025-01-02"|0.307692|314749.75|96817.0231|3776997|"Sites BAQ"
"2025-01-03"|0.307692|303291.5|93292.4654|3639498|"Sites BAQ"
"2025-01-04"|0.333333|332356.6923|110774.4848|4320637|"Sites BAQ"
"2025-01-05"|0.435897|327380.8824|142672.5875|5565475|"Sites BAQ"
"2025-01-06"|0.307692|288004.4167|88590.1565|3456053|"Sites BAQ"
"2025-01-07"|0.384615|296057.5333|113863.726|4440863|"Sites BAQ"
"2025-01-08"|0.538462|280486.0952|151013.7109|5890208|"Sites BAQ"
"2025-01-09"|0.384615|293904.1333|113035.5284|4408562|"Sites BAQ"
"2025-01-10"|0.333333|299222.0769|99730.7159|3889887|"Sites BAQ"
"2025-01-11"|0.435897|273773|119310.2734|4654141|"Sites BAQ"
"2025-01-12"|0.307692|247845.6667|76237.325|2974148|"Sites BAQ"
"2025-01-13"|0.307692|240214.1667|73889.8756|2882570|"Sites BAQ"
"2025-01-14"|0.307692|241060.5833|74150.2344|2892727|"Sites BAQ"
"2025-01-15"|0.384615|241026.2|92698.6765|3615393|"Sites BAQ"
"2025-01-16"|0.48717900000000003|250174.1579|121859.8285|4753309|"Sites BAQ"
"2025-01-17"|0.615385|251016.6667|154450.5509|6024400|"Sites BAQ"
"2025-01-18"|0.35897399999999996|282287.2857|101312.9048|3952022|"Sites BAQ"
"2025-01-19"|0.25640999999999997|247881.8|63556.8935|2478818|"Sites BAQ"
"2025-01-20"|0.41025599999999995|273002.375|111985.5722|4368038|"Sites BAQ"
"2025-01-21"|0.589744|258990.8696|152726.9101|5956790|"Sites BAQ"
"2025-01-22"|0.435897|255519.5882|111355.433|4343833|"Sites BAQ"
"2025-01-23"|0.333333|266876.6923|88950.0008|3469397|"Sites BAQ"
"2025-01-24"|0.41025599999999995|276979.3125|113616.913|4431669|"Sites BAQ"
"2025-01-25"|0.564103|291430.2273|164395.7871|6411465|"Sites BAQ"
"2025-01-26"|0.41025599999999995|271139.8125|111221.5501|4338237|"Sites BAQ"
"2025-01-27"|0.769231|249424.1333|191857.0408|7482724|"Sites BAQ"
"2025-01-28"|0.769231|249353.3333|191802.5814|7480600|"Sites BAQ"
"2025-01-29"|0.74359|247669.6552|184142.3848|7182420|"Sites BAQ"
"2025-01-30"|0.512821|258229.35|132420.0107|5164587|"Sites BAQ"
"2025-01-31"|0.41025599999999995|271648.6875|111430.2885|4346379|"Sites BAQ"
"2025-02-01"|0.41025599999999995|282981.625|116079.0605|4527706|"Sites BAQ"
"2025-02-02"|0.23076899999999997|245725.6667|56688.9098|2211531|"Sites BAQ"
"2025-02-03"|0.35897399999999996|248575.6429|89213.7972|3480059|"Sites BAQ"
"2025-02-04"|0.435897|238317.3529|103858.7011|4051395|"Sites BAQ"
"2025-02-05"|0.48717900000000003|245749.9474|119704.7958|4669249|"Sites BAQ"
"2025-02-06"|0.41025599999999995|271016.3125|111170.8904|4336261|"Sites BAQ"
"2025-02-07"|0.48717900000000003|263348.5263|128277.0641|5003622|"Sites BAQ"
"2025-02-08"|0.35897399999999996|256414.2857|92027.0851|3589800|"Sites BAQ"
"2025-02-09"|0.17948699999999998|240872.4286|43212.5121|1686107|"Sites BAQ"
"2025-02-10"|0.282051|262950.9091|74152.1538|2892460|"Sites BAQ"
"2025-02-11"|0.307692|268898.1667|82713.074|3226778|"Sites BAQ"
"2025-02-12"|0.769231|300360.4667|231037.2658|9010814|"Sites BAQ"
"2025-02-13"|0.538462|322159.7143|173450.7879|6765354|"Sites BAQ"
"2025-02-14"|0.48717900000000003|274878.5263|133893.3271|5222692|"Sites BAQ"
"2025-02-15"|0.435897|269128.2353|117286.0826|4575180|"Sites BAQ"
"2025-02-16"|0.538462|264174.1905|142231.3839|5547658|"Sites BAQ"
"2025-02-17"|0.48717900000000003|274467.4737|133693.1046|5214882|"Sites BAQ"
"2025-02-18"|0.666667|266880.6923|177902.668|6938898|"Sites BAQ"
"2025-02-19"|0.794872|394451.7419|313510.243|12228004|"Sites BAQ"
"2025-02-20"|0.791667|790838.1316|626027.4637|30051849|"Sites BAQ"
"2025-02-21"|0.916667|652128|597740.5248|28693632|"Sites BAQ"
"2025-02-22"|0.625|550907.9|344317.4375|16527237|"Sites BAQ"
"2025-02-23"|0.291667|288300.4286|84068.4025|4036206|"Sites BAQ"
"2025-02-24"|0.479167|257031.6522|123143.8635|5911728|"Sites BAQ"
"2025-02-25"|0.4375|281125.1429|122992.2488|5903628|"Sites BAQ"
"2025-02-26"|0.625|315565.5333|197228.4563|9466966|"Sites BAQ"
"2025-02-27"|0.520833|368042.44|191676.5028|9201061|"Sites BAQ"
"2025-02-28"|0.75|942904.8889|707178.66|33944576|"Sites BAQ"
"2025-03-01"|0.958333|1018649.5435|976171.8542|46857879|"Sites BAQ"
"2025-03-02"|0.583333|530788.3571|309608.8446|14862074|"Sites BAQ"
"2025-03-03"|0.4375|444195.7143|194335.6231|9328110|"Sites BAQ"
"2025-03-04"|0.20833300000000002|345103.7|71885.1007|3451037|"Sites BAQ"
"2025-03-05"|0.333333|283082.5|94351.3973|4529320|"Sites BAQ"
"2025-03-06"|0.354167|287724.4118|101883.2136|4891315|"Sites BAQ"
"2025-03-07"|0.479167|276262.3043|132357.2679|6354033|"Sites BAQ"
"2025-03-08"|0.395833|257240.8421|101815.9245|4887576|"Sites BAQ"
"2025-03-09"|0.3125|257799.5333|80562.3531|3866993|"Sites BAQ"
"2025-03-10"|0.645833|287033.2581|185366.0729|8898031|"Sites BAQ"
"2025-03-11"|0.6875|300182.303|206375.3313|9906016|"Sites BAQ"
"2025-03-12"|0.729167|307822.1143|224433.1004|10773774|"Sites BAQ"
"2025-03-13"|0.770833|313768.4054|241852.6827|11609431|"Sites BAQ"
"2025-03-14"|0.75|295849.8611|221887.395|10650595|"Sites BAQ"
"2025-03-15"|0.395833|314278.5263|124391.4382|5971292|"Sites BAQ"
"2025-03-16"|0.1875|294717|55259.4375|2652453|"Sites BAQ"
"2025-03-17"|0.22916699999999998|280152.0909|64182.8438|3081673|"Sites BAQ"
"2025-03-18"|0.520833|262712.6|136820.7221|6567815|"Sites BAQ"
"2025-03-19"|0.604167|267454.5517|161569.2937|7756182|"Sites BAQ"
"2025-03-20"|0.458333|276453.8182|126698.7811|6081984|"Sites BAQ"
"2025-03-21"|0.520833|286789.68|149360.0653|7169742|"Sites BAQ"
"2025-03-22"|0.4375|316796.6667|138598.5388|6652730|"Sites BAQ"
"2025-03-23"|0.416667|317508.6|132274.0828|6350172|"Sites BAQ"
"2025-03-24"|0.6875|475915.7273|327192.0575|15705219|"Sites BAQ"
"2025-03-25"|0.9375|687328.2444|644370.225|30929771|"Sites BAQ"
"2025-03-26"|0.5|246543.625|123271.81|5917047|"Sites BAQ"
"2025-03-27"|0.416667|225957.4|94133.8528|4519148|"Sites BAQ"
"2025-03-28"|0.520833|234680.32|122221.5107|5867008|"Sites BAQ"
"2025-03-29"|0.16666699999999998|271052.125|45157.2832|2168417|"Sites BAQ"
"2025-03-30"|0.0625|311771.3333|19485.7081|935314|"Sites BAQ"
"2025-03-31"|0.1875|264011|49502.0625|2376099|"Sites BAQ"
"2025-04-01"|0.22916699999999998|258671.9091|59261.7323|2845391|"Sites BAQ"
"2025-04-02"|0.520833|275877.36|143676.9291|6896934|"Sites BAQ"
"2025-04-03"|0.5|258821.75|129410.875|6211722|"Sites BAQ"
